block,obj,obj_active
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,0.0,0.0
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,-261.51166277096854,1693.7914955059478
271,-192.518398718987,4765.544554241922
272,-270.7866286942412,4143.069735572661
273,-51.710171081976966,2589.183995591309
274,-183.76911508295717,523.3172027682793
275,133.4273858728925,662.7751878038779
276,378.2292255505936,1830.447506856071
277,166.7267592743816,558.0884485114193
278,192.43575640774716,665.0547019820849
279,330.9295214911705,1033.2006009703023
280,155.9608222065872,523.4580900962051
281,144.56037579623307,972.666227058146
282,828.9196887382446,3251.7622410401987
283,453.246895708264,1963.7192403307442
284,1006.3693069302392,2009.4060876266701
285,411.6926670623891,1468.5713387924836
286,341.4732323007747,65.44762393348606
287,1096.1522322509993,1332.0241504172586
288,782.2926075578318,2149.5700042145527
289,179.6963980235267,887.3027403234689
290,168.6278908805932,1196.8225836160377
291,171.15958062053465,732.5131605569585
292,176.1074697927687,650.2793685398053
293,186.34764348580313,504.4083648047366
294,186.92827549446702,515.3811549318546
295,197.92662174947895,599.8695947258465
296,200.4682329734872,464.95227442235085
297,164.10152417151508,455.08259440877106
298,161.46877026386974,423.5005597440059
299,167.20988051214508,462.20409097073644
300,180.93644503501332,537.4448920462253
301,395.370703855501,-640.2611067533189
302,193.14080065386878,638.785016920286
303,169.7698700437021,2100.7153307518543
304,337.66104424513884,2461.2796338439684
305,917.4851048471295,-3539.519912373496
306,665.0483000511651,2345.3557560999607
307,664.7305648591355,3337.1530799098614
308,451.297586807153,2135.7389811471667
309,200.68084967677515,1285.6452555926749
310,278.7565504018944,739.6948094964908
311,647.6416247802365,1736.9187748936038
312,309.957187636302,1975.9524340135154
313,343.4601302540432,1087.5081025290438
314,127.65990891695469,155.94906959516084
315,232.31608530965798,226.53908633194084
316,53.75231598413015,365.005281409835
317,197.32585897518527,695.2771390425835
318,267.50559973659784,811.7323972334965
319,535.3222601072447,-9.366128185101616
320,429.0773975713047,780.4944684708611
321,262.8684189423799,1288.8895164952519
322,165.7341109437972,672.1178159944657
323,169.31387901697136,1394.2385096665598
324,436.9149140172356,1957.013391651491
325,311.862939998315,1005.2830643392049
326,422.6009198455165,2705.204570898716
327,1133.0031998690774,2525.5271604599156
328,518.9492650977204,3136.837699776782
329,497.11168314080265,1411.75674697337
330,944.0512733990365,1497.0046637019998
331,771.2819479204444,-99.16290737509439
332,453.53783317538375,-100.33979979098729
333,382.04917728012043,315.2624659054489
334,288.6900495868297,868.4364150596161
335,469.3695585300979,1669.7766223008018
336,431.29672503371285,1821.3109337832705
337,368.3926021861261,762.9489154915657
338,464.1709547389698,-478.41553770079645
339,239.27244651523475,181.04979648227794
340,398.94273222924954,81.7964541193056
341,303.15451230267263,136.7414955400214
342,341.28330712508216,448.0539692150338
343,202.70856633940423,170.86552678824546
344,154.21498686371675,34.82645895713438
345,135.87193154916312,497.85311778023015
346,149.35405923174213,602.8374686401096
347,112.91505401227474,975.5050469812458
348,124.19427639230004,1303.163948130818
349,159.5556543851694,796.7998122161791
350,130.8303332261715,852.2840400677991
351,162.95455422043773,734.2640393995086
352,128.82780509809606,198.54308480368437
353,139.18224162264104,365.0570762614674
354,68.54398726144711,1118.9462636968906
355,143.7122257995754,750.5494125126993
356,93.37676811988062,796.2717425615924
357,115.81510148490636,927.6310847200082
358,120.11257292540976,618.4460655511486
359,96.68549651808237,260.9995508422577
360,81.76448027321045,628.7540820596855
361,81.40878379517747,680.8800780688204
362,96.11689281340156,591.2027347187038
363,65.7150102428688,228.33047277900587
364,41.83290469436226,342.09331642453117
365,32.173369816475,219.9359958449208
366,180.46237436590079,7.917608290631847
367,62.29681889733471,330.1630393962767
368,121.14227984097573,318.9748736058508
369,239.46797653763713,362.3486885948597
370,164.76467389176358,905.8429446199157
371,178.01393801276018,1457.548955986587
372,169.56506802949525,1473.814536543847
373,172.00133764461285,803.9804327376909
374,199.47556099309386,1126.513635817442
375,144.8930529122668,1062.9300293161177
376,181.23386011946744,885.2186992780637
377,25.345580097379976,755.8501618273684
378,94.50720459721273,457.87023689080297
379,194.09819986541095,522.9085458738438
380,152.12052067402007,670.8269833042176
381,591.8686089704239,2585.5609543752057
382,209.74988263857645,688.6046900157172
383,-2.4971378048990296,1237.8912517300444
384,196.8651636563362,564.1720240593935
385,199.64835369064932,445.666925094583
386,166.63918505055403,395.57266681996396
387,170.18822331637918,644.5800747558226
388,198.71191522524322,638.6147243303454
389,181.63325853976437,704.9037751581209
390,165.23685006305195,834.0167545185487
391,159.78035501026181,668.8152464454142
392,196.85315043815172,924.0817818963028
393,155.80851562968516,677.0453460117691
394,176.84377061486842,521.3214585736342
395,222.29206933339069,789.619720248842
396,79.44277117071533,778.3048326098695
397,199.43526272845693,677.0439845143321
398,162.19871912678815,596.7815049491207
399,203.91329292352972,462.21221952596994
400,208.7357466206847,442.57212306502737
401,224.87600331360846,443.2280481047399
402,239.97761894893728,447.9028293946894
403,152.89079049684048,1368.2774401048923
404,170.71770082145378,558.7463378878895
405,726.8363535491975,-689.6803224248083
406,102.04962815317595,-104.05608634422606
407,4.186515805506161,90.80629764975794
408,15.52185418982916,898.5732838545852
409,274.911429715402,1234.3719620302872
410,188.7574164158054,2233.3995953743843
411,406.5338595834609,1945.7472584034035
412,99.43001983177565,1204.2726610378425
413,159.6659076021975,1353.8727858235277
414,174.66786888993636,915.2714901835287
415,191.0900859316266,602.9269764463058
416,163.5908718532949,898.8110567116642
417,174.65069644207222,808.1889732937587
418,187.65016963292277,1011.979362482319
419,189.0987328494993,1449.2772333273479
420,162.24320695202167,1365.3170599082832
421,105.23260030161251,1922.6506252794363
422,-0.00719531867168044,2115.4679100836065
423,-22.407035577860853,1903.6175058433075
424,192.3595405805286,1544.6899267532046
425,497.1060062021936,924.7021829715536
426,163.85081589866772,1770.7872563188107
427,134.96206352312834,1386.6117477560085
428,400.45346842830065,195.59335003453907
429,345.21357386752607,-78.16550423374429
430,826.3630142475417,-17.283811212154887
431,-120.34591582443721,-191.34227746390047
432,383.09006335685626,399.4852579719734
433,155.687646694126,1338.0214330620263
434,224.35215491969797,3823.3003748412425
435,342.1708892262488,2377.4020630122277
436,-2.521729212196586,2014.6457776047323
437,185.0549248181078,2429.1868168171036
438,244.62495209286297,2258.4585916550727
439,466.84210451425844,1742.5045918125236
440,-180.80620813969801,1248.2450445925977
441,256.5932419461728,1224.5618604145482
442,564.4685417585703,2659.223722456828
443,15.18053519179503,2482.6155301644058
444,167.05244241498292,1144.475445802729
445,389.2749121002103,545.3515872894664
446,225.83812073382265,233.24323945114236
447,58.35389864289327,831.5233555100658
448,16.67335956490947,1199.5396418108858
449,203.31031257508263,2146.793922020908
450,130.1483761983641,1927.8921271559657
451,190.257554308753,1567.6118869823522
452,586.7426914946833,3717.456651914948
453,192.5533888514841,2952.9922916427
454,195.1961050991764,2049.582429734185
455,-273.5457180789184,2016.0987463016204
456,572.8412069360996,1129.1518333284168
457,465.19300597323036,948.3938303516745
458,-259.06199286420326,1240.4811074766378
459,393.8529341841398,1675.3558641838906
460,40.47328341633667,1210.1397746624311
461,-173.60043863305233,771.3246081522051
462,229.83309613725388,1059.835006210453
463,115.40137960760552,1480.5892093909429
464,-17.463645441211014,2491.3909157435664
465,23.34621988202492,2058.043461023516
466,552.523815713592,2213.5967699468597
467,-189.30043294761998,2847.3685070543465
468,215.5151279143128,3289.237523089085
469,344.0309436321122,2692.9335790845544
470,-188.53117444283333,3503.8740895922583
471,348.04296139141775,2998.328071665461
472,50.79378191468564,1784.1587460233932
473,-38.38254129510631,2939.032663444257
474,-17.31350211799227,649.7578530561243
475,-29.516571269547228,67.98281761909459
476,-225.39602233979932,-394.5164971544807
477,-26.185894711877964,126.27466686309421
478,154.16023340529142,2121.2048204256375
479,-159.80614678646265,1249.6360063532547
480,-185.1901637001906,-93.07912328544865
481,160.39753264928478,226.71877594997613
482,-282.46967459063825,1986.6685480623773
483,191.9822132303787,2940.723218037284
484,-78.32152308529417,308.0322425091929
485,-222.89732978776289,153.54783526541064
486,-152.51717531281375,1021.3236416658242
487,-79.132614718843,1197.749415389799
488,-274.87862690497303,1287.436897702578
489,-138.92918641133235,779.9680971606962
490,-146.52772266180892,794.3130363485757
491,-82.85462568186429,1041.756786001929
492,-180.707767837311,1805.1456740212552
493,-21.668260898081442,1662.7335250387046
494,-439.2715888146483,1568.892060985909
495,258.4108487467219,2170.9955618976733
496,-69.61585863380944,512.4890355379379
497,-414.58494068347505,726.9690702265818
498,384.6200796413319,3864.2124870525213
499,-48.26818284748733,2179.5832107293895
500,-66.59234008148195,1264.4373091828065
501,316.4397768972058,472.1147981724837
502,-110.36642189958637,-328.75023102065336
503,-310.69450194406113,-445.39486309901235
504,8.806456567713717,-323.6531521783677
505,-172.15168608310316,-165.43970342570373
506,-358.45467849712566,869.8553697514526
507,176.3424737732995,3129.523710317454
508,495.8112395754999,3178.088212165436
509,126.54005857058064,4011.473131240501
510,795.8690714125148,3983.080950240781
511,158.60933533751307,2634.1494041134747
512,127.56979633194331,2463.558013986157
513,125.82837654361623,2501.18846099311
514,336.0753421535968,1858.4804072334666
515,461.78831387967915,2921.921852513427
516,464.95946511512096,2846.676356695107
517,218.75769850360504,1541.856233774595
518,481.11074605470503,3051.067444667691
519,205.15327866830205,1595.9433726961943
520,438.06762994244525,1377.9679176039087
521,392.6923873392672,2304.895846539086
522,516.123354893497,2506.8389620372977
523,118.53890970790755,1720.3301194952157
524,496.39523980817125,2879.2763119646906
525,311.68063583682556,1633.168504121289
526,199.81526881952732,471.3423978667468
527,430.25774248896437,192.99251243605727
528,373.49041011364835,-238.0832120849509
529,178.06766658174595,204.322390071113
530,-18.337348917341394,458.6207577424924
531,21.607009275194763,342.982952871364
532,58.069866918593405,432.9921565098364
533,21.167887119153736,862.1399722118629
534,68.67719944004324,378.66767387582377
535,184.87844616593557,406.3275772740719
536,150.07109562158942,758.3516171147846
537,145.4125802782756,1123.9511712693022
538,197.39529233338465,713.7947942317187
539,37.78711622400585,1148.2156101166972
540,155.1053217248939,1089.1836909826106
541,212.84789548338995,483.8306441257858
542,148.01011869329668,1089.642359373019
543,216.66975505983285,860.3760799453635
544,263.07234134947817,452.40158639983713
545,256.8185086695787,534.6008308635801
546,179.17917158350076,942.0757286905051
547,263.53994463003534,837.8367464751313
548,192.29442147862724,784.14098922873
549,249.21994559203347,756.0634597955357
550,247.092797232683,470.1984744303684
551,236.53722689116017,370.4674262086384
552,180.81994152445995,267.9098031292981
